index,food_type,weight_g,temperature_C,humidity_%,gas_ppm,days_since_added,condition,sufficient
42663,ramen,407.2,4.2,56.3,5.2,3,fine,sufficient
5529,breakfast_burrito,510.3,7.2,44.9,7.8,5,near_spoiled,sufficient
35388,lobster_roll_sandwich,300.5,7.3,52.1,4.9,0,near_spoiled,sufficient
31209,hot_and_sour_soup,461.0,5.6,94.3,4.5,6,near_spoiled,sufficient
40988,pancakes,561.4,3.2,74.7,6.1,6,near_spoiled,sufficient
21333,filet_mignon,387.9,6.0,24.1,2.3,3,fine,sufficient
3403,beef_salad,346.6,6.8,78.3,29.4,2,spoiled,sufficient
7781,carrot_cake,538.0,4.9,50.2,15.5,7,spoiled,sufficient
27136,fried_rice,103.5,5.6,52.6,6.7,0,fine,not_sufficient
45930,seaweed_salad,89.7,2.6,38.5,20.5,2,near_spoiled,not_sufficient
25716,french_toast,300.1,7.2,51.6,9.1,4,near_spoiled,sufficient
22230,fish_and_chips,306.7,3.6,22.4,6.7,4,fine,sufficient
483,apple-pie,355.2,5.0,63.2,15.1,2,near_spoiled,sufficient
28662,garlic_bread,345.6,3.9,44.0,3.5,2,fine,sufficient
14182,creme_brulee,368.3,1.7,55.1,3.8,2,fine,sufficient
39685,onion_rings,376.9,4.9,74.2,7.5,7,spoiled,sufficient
8791,ceviche,399.1,3.8,58.4,8.6,3,fine,sufficient
38979,omelette,426.2,2.9,49.8,2.3,2,fine,sufficient
40402,pancakes,64.3,5.9,66.5,5.3,4,fine,not_sufficient
2875,beef_carpaccio,300.3,1.8,70.1,5.1,0,fine,sufficient
45436,seaweed_salad,474.0,1.4,57.7,14.6,2,fine,sufficient
22604,fish_and_chips,202.0,4.7,53.3,4.8,4,fine,not_sufficient
37028,nachos,298.4,4.3,52.2,5.1,4,fine,not_sufficient
44394,sashimi,515.9,5.1,65.4,2.8,1,fine,sufficient
4216,bread_pudding,397.4,5.2,50.5,8.0,4,fine,sufficient
33068,hummus,400.5,4.8,62.0,3.1,2,fine,sufficient
13592,chocolate_cake,341.4,6.7,69.7,7.0,3,near_spoiled,sufficient
44341,sashimi,510.0,4.2,58.1,3.2,0,fine,sufficient
38870,omelette,494.3,3.4,90.4,3.6,3,fine,sufficient
46869,spaghetti_carbonara,371.2,4.5,34.8,2.6,7,spoiled,sufficient
374,apple-pie,404.1,5.6,70.5,21.3,6,near_spoiled,sufficient
48582,sushi,282.3,3.8,79.6,2.6,1,fine,not_sufficient
39617,onion_rings,328.9,5.4,80.0,3.0,1,fine,sufficient
27089,fried_rice,324.2,7.7,85.8,8.4,2,near_spoiled,sufficient
32025,hot_dog,484.6,8.1,49.1,5.0,4,spoiled,sufficient
21635,filet_mignon,356.4,7.6,37.6,3.2,4,near_spoiled,sufficient
4580,bread_pudding,294.1,7.6,28.9,8.8,5,near_spoiled,not_sufficient
39393,onion_rings,190.7,7.4,84.1,5.7,0,near_spoiled,not_sufficient
17783,donuts,349.3,4.4,90.1,1.2,4,fine,sufficient
40303,pancakes,173.7,4.3,70.1,4.9,4,fine,not_sufficient
19517,edamame,233.8,8.0,61.0,3.7,7,spoiled,not_sufficient
28310,garlic_bread,321.2,4.8,33.3,6.5,1,fine,sufficient
12618,chicken_wings,540.8,3.2,74.2,6.1,2,fine,sufficient
35499,lobster_roll_sandwich,383.9,3.4,61.3,2.6,1,fine,sufficient
35885,lobster_roll_sandwich,343.8,3.1,71.3,3.7,7,spoiled,sufficient
31745,hot_and_sour_soup,398.7,6.2,52.0,2.5,2,near_spoiled,sufficient
48721,sushi,387.5,3.0,53.8,6.7,1,fine,sufficient
13912,chocolate_cake,349.5,7.5,71.1,9.2,6,near_spoiled,sufficient
7095,carrot_cake,378.7,5.6,38.4,14.0,6,near_spoiled,sufficient
15401,cup_cakes,444.6,6.4,63.5,5.2,3,near_spoiled,sufficient
42130,ramen,242.1,1.5,59.1,8.2,1,fine,not_sufficient
29298,greek_salad,372.9,3.2,25.6,25.5,0,spoiled,sufficient
33130,hummus,451.9,6.6,67.3,4.5,2,near_spoiled,sufficient
29117,greek_salad,388.4,4.3,79.3,23.5,3,near_spoiled,sufficient
7688,carrot_cake,253.6,7.5,64.5,13.1,7,spoiled,not_sufficient
45115,seaweed_salad,379.5,4.9,39.8,17.1,0,near_spoiled,sufficient
63,apple-pie,442.4,5.3,88.2,28.1,3,spoiled,sufficient
25110,french_toast,363.2,1.2,50.5,5.8,2,fine,sufficient
12025,chicken_wings,291.2,7.7,61.0,4.3,7,spoiled,not_sufficient
37596,nachos,391.6,10.0,36.0,4.4,2,spoiled,sufficient
7893,carrot_cake,262.4,2.0,63.5,25.5,6,spoiled,not_sufficient
20266,falafel,410.6,6.5,51.6,1.8,4,near_spoiled,sufficient
49707,waffles,251.5,9.0,59.3,5.9,0,spoiled,not_sufficient
47293,strawberry_shortcake,381.5,6.0,53.9,6.3,4,fine,sufficient
22682,fish_and_chips,437.0,2.9,67.0,5.2,0,fine,sufficient
29910,greek_salad,348.7,3.1,71.9,18.6,0,near_spoiled,sufficient
2386,beef_carpaccio,451.1,5.4,83.0,6.2,5,near_spoiled,sufficient
25885,french_toast,258.7,7.2,72.6,3.6,2,near_spoiled,not_sufficient
3185,beef_salad,352.2,8.4,47.9,15.4,0,spoiled,sufficient
21753,filet_mignon,523.9,2.6,88.5,6.0,2,fine,sufficient
8359,ceviche,135.9,5.8,59.7,5.0,0,fine,not_sufficient
4996,bread_pudding,300.8,5.0,44.5,8.7,0,fine,sufficient
19991,edamame,226.6,3.9,75.5,1.1,6,near_spoiled,not_sufficient
37219,nachos,319.5,6.0,44.1,4.2,3,fine,sufficient
45048,seaweed_salad,399.4,7.1,56.9,18.6,2,near_spoiled,sufficient
13735,chocolate_cake,400.9,6.1,60.7,3.2,6,near_spoiled,sufficient
6112,caesar_salad,349.2,1.5,80.6,14.8,1,fine,sufficient
5374,breakfast_burrito,479.9,6.4,66.3,2.7,0,near_spoiled,sufficient
42275,ramen,560.2,7.4,51.4,7.5,7,spoiled,sufficient
12432,chicken_wings,229.6,4.4,59.5,6.7,3,fine,not_sufficient
7919,carrot_cake,446.1,3.1,63.5,27.5,6,spoiled,sufficient
35812,lobster_roll_sandwich,248.4,0.2,73.3,7.7,1,fine,not_sufficient
37631,nachos,420.9,3.6,45.9,6.7,4,fine,sufficient
12141,chicken_wings,352.5,4.3,42.0,6.3,3,fine,sufficient
39635,onion_rings,302.5,2.4,67.3,2.6,1,fine,sufficient
9646,cheese_plate,457.5,5.2,44.0,6.8,5,near_spoiled,sufficient
43842,risotto,265.9,5.3,62.6,4.0,4,fine,not_sufficient
36449,macaroni_and_cheese,423.8,5.5,56.7,5.2,0,fine,sufficient
25314,french_toast,203.2,5.7,47.5,4.5,7,spoiled,not_sufficient
46536,spaghetti_carbonara,359.0,6.0,74.7,4.7,3,fine,sufficient
5305,breakfast_burrito,375.9,8.3,45.3,5.2,0,spoiled,sufficient
38770,omelette,344.3,6.5,62.0,8.9,6,near_spoiled,sufficient
22446,fish_and_chips,430.9,5.3,24.5,6.8,6,near_spoiled,sufficient
10325,cheesecake,252.7,7.2,77.3,2.7,1,near_spoiled,not_sufficient
37747,nachos,366.0,4.7,62.3,4.4,3,fine,sufficient
41365,pizza,353.9,4.8,29.3,2.4,4,fine,sufficient
3181,beef_salad,485.1,4.6,73.4,15.0,3,fine,sufficient
29110,greek_salad,304.0,4.3,48.2,18.1,3,near_spoiled,sufficient
26630,fried_calamari,514.4,5.9,77.0,7.0,4,fine,sufficient
17021,donuts,272.5,5.2,69.7,4.4,2,fine,not_sufficient
4615,bread_pudding,359.1,4.0,42.1,6.0,6,near_spoiled,sufficient
30559,grilled_salmon,250.7,3.4,52.3,5.3,4,fine,not_sufficient
429,apple-pie,252.6,6.9,63.8,20.7,1,near_spoiled,not_sufficient
45145,seaweed_salad,172.4,8.0,64.7,20.6,1,near_spoiled,not_sufficient
36166,macaroni_and_cheese,270.0,5.7,56.8,1.4,6,near_spoiled,not_sufficient
46192,spaghetti_carbonara,346.1,1.8,50.7,4.0,5,near_spoiled,sufficient
43339,risotto,492.0,3.2,20.0,6.4,1,fine,sufficient
21862,filet_mignon,499.8,3.8,43.0,5.6,7,spoiled,sufficient
24212,french_onion_soup,178.4,7.8,26.8,0.0,4,near_spoiled,not_sufficient
10366,cheesecake,544.7,7.7,57.9,3.5,3,near_spoiled,sufficient
39273,onion_rings,458.3,6.8,57.8,7.1,7,spoiled,sufficient
33413,hummus,338.5,3.2,51.6,5.0,5,near_spoiled,sufficient
20850,falafel,396.1,4.5,43.7,2.5,2,fine,sufficient
16843,deviled_eggs,350.1,3.0,99.6,6.5,0,fine,sufficient
9999,cheese_plate,280.9,4.1,61.8,5.8,0,fine,not_sufficient
23187,french_fries,312.8,2.6,58.0,2.1,2,fine,sufficient
7498,carrot_cake,300.7,4.9,56.9,17.8,6,near_spoiled,sufficient
5460,breakfast_burrito,241.0,2.8,67.3,5.1,7,spoiled,not_sufficient
4574,bread_pudding,296.7,4.7,36.6,6.4,3,fine,not_sufficient
8172,ceviche,549.5,4.6,38.2,3.8,2,fine,sufficient
33840,hummus,50.0,3.1,63.3,4.1,5,near_spoiled,not_sufficient
23589,french_fries,312.5,5.6,54.9,1.9,1,fine,sufficient
41913,pizza,374.1,4.0,43.8,8.2,4,fine,sufficient
7295,carrot_cake,220.9,4.7,38.3,17.4,5,near_spoiled,not_sufficient
25914,french_toast,357.6,4.8,39.3,4.4,3,fine,sufficient
16358,deviled_eggs,349.8,3.3,44.2,9.9,7,spoiled,sufficient
36330,macaroni_and_cheese,374.8,8.2,56.2,8.5,6,spoiled,sufficient
46763,spaghetti_carbonara,267.7,8.4,51.6,1.5,4,spoiled,not_sufficient
13264,chocolate_cake,91.7,7.4,78.5,5.0,6,near_spoiled,not_sufficient
33511,hummus,215.3,9.2,78.0,5.5,1,spoiled,not_sufficient
44106,sashimi,551.4,5.2,59.3,3.1,2,fine,sufficient
11193,chicken_curry,306.7,4.6,64.7,5.5,1,fine,sufficient
27639,fried_rice,283.2,9.2,43.4,0.2,2,spoiled,not_sufficient
35306,lobster_roll_sandwich,316.0,8.2,37.3,6.7,3,spoiled,sufficient
17715,donuts,433.1,5.3,65.2,4.8,0,fine,sufficient
32664,hot_dog,388.9,2.0,50.6,6.0,3,fine,sufficient
13168,chocolate_cake,249.0,4.9,45.3,4.5,2,fine,not_sufficient
25291,french_toast,333.3,5.0,56.3,5.7,0,fine,sufficient
27402,fried_rice,422.4,0.0,71.9,4.1,1,fine,sufficient
12458,chicken_wings,378.3,4.8,49.7,5.5,1,fine,sufficient
2186,beef_carpaccio,306.3,6.0,100.0,5.8,6,near_spoiled,sufficient
37088,nachos,208.2,8.6,96.5,4.6,3,spoiled,not_sufficient
21359,filet_mignon,435.4,3.7,79.7,7.5,5,near_spoiled,sufficient
40554,pancakes,485.8,5.9,72.1,1.9,3,fine,sufficient
25254,french_toast,218.9,4.7,62.7,9.4,0,fine,not_sufficient
2495,beef_carpaccio,285.8,6.9,54.3,5.4,3,near_spoiled,not_sufficient
11033,chicken_curry,313.4,5.6,25.1,3.1,3,fine,sufficient
13612,chocolate_cake,403.9,3.0,51.5,4.8,0,fine,sufficient
26445,fried_calamari,345.7,5.4,63.2,1.6,5,near_spoiled,sufficient
41258,pizza,413.9,4.7,41.9,6.8,3,fine,sufficient
11763,chicken_curry,427.9,4.6,93.0,5.2,2,fine,sufficient
5236,breakfast_burrito,269.1,4.4,47.3,6.5,0,fine,not_sufficient
5764,breakfast_burrito,495.6,6.3,53.7,3.6,6,near_spoiled,sufficient
19733,edamame,397.5,4.2,82.6,5.0,1,fine,sufficient
39018,onion_rings,276.9,7.2,58.7,6.4,7,spoiled,not_sufficient
36079,macaroni_and_cheese,385.6,8.9,67.9,7.0,2,spoiled,sufficient
44768,sashimi,250.0,3.4,54.1,3.3,5,near_spoiled,not_sufficient
28281,garlic_bread,528.5,4.8,51.4,3.5,3,fine,sufficient
46355,spaghetti_carbonara,251.3,6.1,56.9,1.7,2,near_spoiled,not_sufficient
42759,ramen,293.7,2.7,55.8,6.5,5,near_spoiled,not_sufficient
48921,sushi,447.7,5.0,62.3,2.3,1,fine,sufficient
47079,strawberry_shortcake,431.0,6.2,68.1,3.6,5,near_spoiled,sufficient
18152,dumplings,209.2,6.7,90.6,5.8,7,spoiled,not_sufficient
41441,pizza,305.8,3.6,38.7,8.9,7,spoiled,sufficient
18347,dumplings,379.8,7.8,59.0,4.7,4,near_spoiled,sufficient
21523,filet_mignon,345.4,0.0,51.2,5.5,2,fine,sufficient
39093,onion_rings,213.8,3.7,100.0,3.4,1,fine,not_sufficient
29609,greek_salad,433.0,7.3,53.8,24.7,0,near_spoiled,sufficient
19137,edamame,293.3,5.0,56.9,6.8,1,fine,not_sufficient
9385,cheese_plate,412.6,6.1,63.6,2.6,7,spoiled,sufficient
21113,filet_mignon,262.5,5.6,53.6,6.8,0,fine,not_sufficient
43031,risotto,270.7,6.5,36.0,9.1,5,near_spoiled,not_sufficient
16159,deviled_eggs,446.4,3.8,51.5,3.9,0,fine,sufficient
24593,french_onion_soup,634.3,7.4,70.8,2.8,7,spoiled,sufficient
27462,fried_rice,392.5,3.3,46.3,7.5,5,near_spoiled,sufficient
10167,cheesecake,356.5,2.3,43.1,4.2,4,fine,sufficient
34916,ice_cream,322.2,2.8,48.9,2.5,3,fine,sufficient
34138,ice_cream,295.2,0.9,55.1,1.4,2,fine,not_sufficient
31231,hot_and_sour_soup,370.2,4.4,77.2,4.4,1,fine,sufficient
44958,sashimi,365.7,3.6,44.8,6.4,4,fine,sufficient
3031,beef_salad,390.2,2.8,58.6,19.9,1,near_spoiled,sufficient
29207,greek_salad,437.7,5.6,62.8,16.4,1,near_spoiled,sufficient
31461,hot_and_sour_soup,325.8,1.0,52.1,7.1,0,fine,sufficient
40777,pancakes,370.7,3.5,57.3,9.6,1,fine,sufficient
43706,risotto,334.4,7.7,62.2,4.3,3,near_spoiled,sufficient
28615,garlic_bread,364.9,4.4,23.9,5.8,3,fine,sufficient
30871,grilled_salmon,233.6,2.8,30.4,4.1,0,fine,not_sufficient
9069,cheese_plate,453.5,2.9,57.6,6.5,0,fine,sufficient
22922,fish_and_chips,315.1,4.4,59.4,7.5,1,fine,sufficient
36212,macaroni_and_cheese,452.0,2.4,54.6,4.0,2,fine,sufficient
30421,grilled_salmon,261.9,4.9,46.7,5.9,2,fine,not_sufficient
3228,beef_salad,214.5,2.2,96.1,24.7,1,near_spoiled,not_sufficient
44490,sashimi,382.0,4.9,65.7,4.5,0,fine,sufficient
25420,french_toast,395.3,2.9,42.4,6.8,0,fine,sufficient
32344,hot_dog,405.5,7.2,56.7,7.1,3,near_spoiled,sufficient
30373,grilled_salmon,405.4,5.7,66.0,6.6,6,near_spoiled,sufficient
18380,dumplings,245.0,5.5,55.0,5.5,7,spoiled,not_sufficient
35716,lobster_roll_sandwich,336.7,2.7,74.7,5.6,6,near_spoiled,sufficient
43932,risotto,229.6,4.4,64.5,6.1,0,fine,not_sufficient
5708,breakfast_burrito,265.9,3.4,60.5,1.6,4,fine,not_sufficient
49578,waffles,210.7,7.1,53.8,0.2,3,near_spoiled,not_sufficient
26773,fried_calamari,323.8,6.1,47.3,5.6,2,near_spoiled,sufficient
37655,nachos,302.2,4.8,71.8,6.6,5,near_spoiled,sufficient
386,apple-pie,357.6,4.6,74.7,24.1,2,near_spoiled,sufficient
39191,onion_rings,340.1,5.1,51.3,2.7,6,near_spoiled,sufficient
3376,beef_salad,378.2,3.8,41.2,32.5,3,spoiled,sufficient
29725,greek_salad,508.1,5.3,74.8,23.5,3,near_spoiled,sufficient
18893,dumplings,301.7,4.0,67.0,7.3,5,near_spoiled,sufficient
30062,grilled_salmon,330.2,7.1,54.1,3.8,2,near_spoiled,sufficient
3864,beef_salad,320.2,5.2,69.3,18.6,2,near_spoiled,sufficient
43116,risotto,172.5,3.3,50.5,9.5,7,spoiled,not_sufficient
7210,carrot_cake,301.9,5.2,63.6,15.9,2,near_spoiled,sufficient
3367,beef_salad,452.7,6.5,65.0,14.6,1,near_spoiled,sufficient
14442,creme_brulee,290.9,3.3,76.6,6.8,3,fine,not_sufficient
15971,cup_cakes,469.0,4.8,38.9,3.9,2,fine,sufficient
45343,seaweed_salad,317.2,5.4,51.0,26.4,0,spoiled,sufficient
6076,caesar_salad,450.9,4.6,34.3,25.5,0,spoiled,sufficient
32811,hot_dog,460.6,1.0,61.4,4.3,7,spoiled,sufficient
47849,strawberry_shortcake,292.7,4.4,39.2,4.5,2,fine,not_sufficient
38202,omelette,375.8,4.2,70.2,8.0,6,near_spoiled,sufficient
32662,hot_dog,257.7,7.2,51.6,4.1,4,near_spoiled,not_sufficient
2096,beef_carpaccio,77.9,3.7,60.2,7.4,0,fine,not_sufficient
28781,garlic_bread,375.5,4.1,39.8,9.6,4,fine,sufficient
42963,ramen,415.0,5.0,48.9,7.6,3,fine,sufficient
31466,hot_and_sour_soup,420.8,5.6,59.6,7.7,2,fine,sufficient
3759,beef_salad,381.1,6.5,52.4,20.9,0,near_spoiled,sufficient
30137,grilled_salmon,250.6,6.1,54.2,7.6,5,near_spoiled,not_sufficient
13343,chocolate_cake,267.4,5.1,92.3,6.9,3,fine,not_sufficient
37834,nachos,238.0,10.0,52.1,4.0,1,spoiled,not_sufficient
16919,deviled_eggs,253.7,6.4,65.8,4.2,3,near_spoiled,not_sufficient
26793,fried_calamari,291.2,6.5,35.0,5.5,6,near_spoiled,not_sufficient
28792,garlic_bread,366.8,6.7,36.7,4.2,3,near_spoiled,sufficient
46386,spaghetti_carbonara,377.7,5.4,78.8,4.1,7,spoiled,sufficient
47795,strawberry_shortcake,301.9,5.2,47.9,0.0,5,near_spoiled,sufficient
13675,chocolate_cake,381.3,6.0,67.0,4.5,2,fine,sufficient
19394,edamame,467.2,2.7,82.3,4.7,5,near_spoiled,sufficient
16766,deviled_eggs,406.5,6.5,64.5,4.4,0,near_spoiled,sufficient
11314,chicken_curry,353.5,4.3,62.0,4.1,5,near_spoiled,sufficient
46457,spaghetti_carbonara,237.0,5.4,68.3,2.1,1,fine,not_sufficient
22609,fish_and_chips,349.3,3.8,93.7,5.0,6,near_spoiled,sufficient
8921,ceviche,147.2,4.9,42.2,5.4,0,fine,not_sufficient
1282,baklava,478.7,4.8,53.9,6.9,4,fine,sufficient
46450,spaghetti_carbonara,454.6,5.8,65.6,6.1,6,near_spoiled,sufficient
33864,hummus,432.4,5.9,52.5,5.3,1,fine,sufficient
9065,cheese_plate,485.3,6.5,66.8,5.8,4,near_spoiled,sufficient
39822,onion_rings,503.0,4.2,73.6,7.6,0,fine,sufficient
23078,french_fries,175.0,2.2,57.8,5.9,3,fine,not_sufficient
24066,french_onion_soup,135.2,4.4,44.1,6.6,4,fine,not_sufficient
915,apple-pie,366.4,5.1,58.4,24.3,4,near_spoiled,sufficient
22126,fish_and_chips,346.8,2.6,69.1,5.4,6,near_spoiled,sufficient
23365,french_fries,186.4,4.5,54.6,3.1,6,near_spoiled,not_sufficient
31432,hot_and_sour_soup,456.1,2.8,80.2,5.8,3,fine,sufficient
26750,fried_calamari,268.8,5.0,45.7,4.3,4,fine,not_sufficient
33780,hummus,319.5,7.2,58.1,4.7,5,near_spoiled,sufficient
41928,pizza,353.0,7.5,44.3,7.0,6,near_spoiled,sufficient
17472,donuts,81.1,5.6,62.7,4.5,5,near_spoiled,not_sufficient
19316,edamame,463.5,7.8,54.6,4.5,4,near_spoiled,sufficient
44429,sashimi,273.0,3.6,56.7,4.3,0,fine,not_sufficient
32657,hot_dog,261.4,3.8,63.3,2.8,2,fine,not_sufficient
36918,macaroni_and_cheese,458.7,2.5,57.1,5.5,2,fine,sufficient
899,apple-pie,512.4,4.3,54.8,16.0,7,spoiled,sufficient
23559,french_fries,468.5,6.5,50.8,2.2,0,near_spoiled,sufficient
46238,spaghetti_carbonara,205.2,4.5,54.7,4.3,0,fine,not_sufficient
40171,pancakes,277.0,3.4,47.6,3.8,0,fine,not_sufficient
23308,french_fries,214.8,5.4,50.4,5.7,5,near_spoiled,not_sufficient
17629,donuts,314.6,5.1,42.1,5.6,3,fine,sufficient
17519,donuts,270.5,3.3,63.4,3.9,4,fine,not_sufficient
972,apple-pie,498.0,5.6,70.8,20.5,0,near_spoiled,sufficient
35853,lobster_roll_sandwich,386.5,4.7,77.2,3.8,0,fine,sufficient
12131,chicken_wings,238.1,2.6,50.3,5.3,6,near_spoiled,not_sufficient
11462,chicken_curry,397.2,6.5,57.6,7.1,5,near_spoiled,sufficient
18695,dumplings,435.3,2.0,73.0,5.5,7,spoiled,sufficient
44136,sashimi,393.3,3.4,70.8,5.9,3,fine,sufficient
11049,chicken_curry,407.6,4.5,52.6,5.1,1,fine,sufficient
18127,dumplings,312.1,10.0,41.9,5.9,4,spoiled,sufficient
6527,caesar_salad,355.1,7.1,26.4,20.0,2,near_spoiled,sufficient
35963,lobster_roll_sandwich,369.6,8.1,75.9,4.4,6,spoiled,sufficient
2133,beef_carpaccio,341.0,6.1,57.0,4.8,3,near_spoiled,sufficient
32291,hot_dog,385.7,6.0,43.0,4.1,2,fine,sufficient
11225,chicken_curry,317.6,5.8,56.9,5.0,7,spoiled,sufficient
49691,waffles,232.8,7.0,81.8,5.9,3,near_spoiled,not_sufficient
2373,beef_carpaccio,465.5,4.4,75.2,6.9,4,fine,sufficient
19000,dumplings,328.3,6.0,46.1,4.2,0,fine,sufficient
6485,caesar_salad,461.7,4.0,83.1,20.6,2,near_spoiled,sufficient
18254,dumplings,378.8,4.5,77.7,8.1,1,fine,sufficient
38924,omelette,366.0,5.5,79.2,1.5,2,fine,sufficient
8616,ceviche,345.5,4.3,54.5,1.3,3,fine,sufficient
28323,garlic_bread,284.0,6.7,46.1,3.2,5,near_spoiled,not_sufficient
36524,macaroni_and_cheese,275.5,4.1,51.2,5.1,5,near_spoiled,not_sufficient
8579,ceviche,601.6,4.4,33.3,4.1,0,fine,sufficient
42514,ramen,408.8,3.2,64.6,4.7,2,fine,sufficient
8021,ceviche,359.8,3.4,46.5,4.2,2,fine,sufficient
47345,strawberry_shortcake,222.5,2.9,65.9,7.1,2,fine,not_sufficient
39101,onion_rings,504.2,3.2,75.2,2.9,4,fine,sufficient
38367,omelette,311.9,5.7,62.1,3.7,1,fine,sufficient
1013,baklava,162.1,2.5,34.9,2.9,7,spoiled,not_sufficient
2248,beef_carpaccio,310.5,5.6,84.8,5.7,4,fine,sufficient
21318,filet_mignon,303.5,6.3,41.3,1.0,5,near_spoiled,sufficient
44843,sashimi,271.5,3.9,46.3,1.7,7,spoiled,not_sufficient
33284,hummus,373.7,4.2,45.1,7.0,6,near_spoiled,sufficient
37639,nachos,391.2,5.6,87.4,6.7,6,near_spoiled,sufficient
41587,pizza,400.0,3.3,43.8,6.6,3,fine,sufficient
49129,waffles,283.6,4.3,56.7,3.3,1,fine,not_sufficient
48363,sushi,219.7,1.9,49.2,3.2,0,fine,not_sufficient
44020,sashimi,358.8,3.3,64.9,7.8,6,near_spoiled,sufficient
20496,falafel,379.6,6.2,44.8,3.1,7,spoiled,sufficient
5568,breakfast_burrito,233.0,9.5,54.1,4.8,0,spoiled,not_sufficient
11833,chicken_curry,565.4,8.3,55.4,5.7,6,spoiled,sufficient
38331,omelette,340.7,2.9,30.5,8.2,2,fine,sufficient
32212,hot_dog,319.8,5.6,65.7,3.6,3,fine,sufficient
25616,french_toast,315.1,6.3,55.2,6.7,3,near_spoiled,sufficient
44932,sashimi,339.9,5.2,61.0,6.1,2,fine,sufficient
232,apple-pie,442.3,4.3,90.1,15.4,2,near_spoiled,sufficient
38515,omelette,355.3,3.2,89.8,6.6,0,fine,sufficient
41664,pizza,344.8,4.2,41.6,5.6,6,near_spoiled,sufficient
5978,breakfast_burrito,385.3,6.7,70.3,7.1,5,near_spoiled,sufficient
6649,caesar_salad,384.0,8.2,55.6,10.3,2,spoiled,sufficient
40880,pancakes,412.4,2.0,49.8,4.9,4,fine,sufficient
37519,nachos,604.2,4.6,35.6,5.8,4,fine,sufficient
17610,donuts,223.6,6.6,55.6,2.5,5,near_spoiled,not_sufficient
28060,garlic_bread,386.1,1.1,42.7,3.7,5,near_spoiled,sufficient
12258,chicken_wings,327.8,6.8,60.5,5.9,4,near_spoiled,sufficient
23746,french_fries,258.3,2.5,61.8,6.3,2,fine,not_sufficient
21357,filet_mignon,223.3,4.4,49.2,3.5,3,fine,not_sufficient
2894,beef_carpaccio,418.2,6.2,55.8,1.0,1,near_spoiled,sufficient
24415,french_onion_soup,419.3,5.3,40.1,6.2,6,near_spoiled,sufficient
14230,creme_brulee,319.3,1.0,75.3,5.0,5,near_spoiled,sufficient
23400,french_fries,317.2,8.6,47.3,9.4,5,spoiled,sufficient
2639,beef_carpaccio,541.8,6.7,42.9,6.5,1,near_spoiled,sufficient
47262,strawberry_shortcake,282.7,7.7,66.9,7.2,6,near_spoiled,not_sufficient
10152,cheesecake,457.7,3.5,73.0,2.1,4,fine,sufficient
45311,seaweed_salad,313.6,4.0,30.2,13.3,2,fine,sufficient
14418,creme_brulee,353.8,0.8,53.2,6.0,7,spoiled,sufficient
39357,onion_rings,420.0,7.3,62.5,3.7,1,near_spoiled,sufficient
30251,grilled_salmon,176.8,6.4,71.3,6.8,2,near_spoiled,not_sufficient
28593,garlic_bread,373.0,4.3,31.2,3.9,2,fine,sufficient
48389,sushi,275.8,4.3,74.4,6.9,1,fine,not_sufficient
21211,filet_mignon,313.2,2.5,58.7,2.0,2,fine,sufficient
42733,ramen,420.2,8.9,77.1,3.3,7,spoiled,sufficient
10971,cheesecake,261.5,7.0,38.9,6.5,0,near_spoiled,not_sufficient
31538,hot_and_sour_soup,362.2,6.9,72.4,7.7,0,near_spoiled,sufficient
26534,fried_calamari,319.8,2.9,46.9,9.4,5,near_spoiled,sufficient
29312,greek_salad,159.2,6.3,72.6,24.8,0,near_spoiled,not_sufficient
36836,macaroni_and_cheese,491.0,5.1,58.7,7.6,4,fine,sufficient
5932,breakfast_burrito,324.3,4.3,68.4,3.1,7,spoiled,sufficient
3805,beef_salad,412.6,5.9,75.0,24.1,0,near_spoiled,sufficient
30203,grilled_salmon,418.7,7.4,70.9,6.9,5,near_spoiled,sufficient
33212,hummus,406.8,4.1,54.5,5.4,1,fine,sufficient
48170,sushi,231.7,4.9,65.7,4.9,3,fine,not_sufficient
2981,beef_carpaccio,296.3,5.3,58.4,8.3,3,fine,not_sufficient
16786,deviled_eggs,408.8,4.3,70.4,2.9,7,spoiled,sufficient
25498,french_toast,386.1,8.0,49.7,4.7,2,near_spoiled,sufficient
3738,beef_salad,439.9,4.8,53.9,20.6,2,near_spoiled,sufficient
31467,hot_and_sour_soup,314.6,5.8,59.1,5.4,2,fine,sufficient
21681,filet_mignon,157.6,6.7,63.7,4.3,4,near_spoiled,not_sufficient
47030,strawberry_shortcake,500.6,4.4,53.2,3.1,1,fine,sufficient
20993,falafel,174.9,6.3,58.5,5.8,2,near_spoiled,not_sufficient
23410,french_fries,385.0,2.5,44.3,7.0,6,near_spoiled,sufficient
4378,bread_pudding,440.1,5.3,50.6,7.5,2,fine,sufficient
24848,french_onion_soup,248.8,5.1,59.2,2.6,2,fine,not_sufficient
45656,seaweed_salad,453.1,4.5,55.7,27.4,2,spoiled,sufficient
42861,ramen,364.7,6.5,29.1,0.6,3,near_spoiled,sufficient
43942,risotto,339.9,6.7,58.7,4.7,6,near_spoiled,sufficient
3096,beef_salad,342.4,6.7,57.1,24.6,1,near_spoiled,sufficient
36268,macaroni_and_cheese,197.0,4.4,65.2,2.7,3,fine,not_sufficient
14278,creme_brulee,358.1,2.1,68.3,4.4,5,near_spoiled,sufficient
11592,chicken_curry,373.5,3.5,43.2,5.5,2,fine,sufficient
