index,food_type,class_index,weight_g,temperature_C,humidity_%,gas_ppm,days_since_added,condition,sufficient
20191,falafel,20,279.8,5.9,49.3,3.1,4,fine,not_sufficient
16405,deviled_eggs,16,396.6,7.4,79.4,1.0,2,near_spoiled,sufficient
7739,carrot_cake,7,379.4,5.1,67.3,32.3,4,spoiled,sufficient
34996,ice_cream,34,469.1,3.5,75.2,3.9,6,near_spoiled,sufficient
34307,ice_cream,34,393.3,2.1,51.2,4.8,0,fine,sufficient
27539,fried_rice,27,318.2,5.4,53.6,4.7,1,fine,sufficient
43294,risotto,43,399.7,6.3,38.8,6.4,4,near_spoiled,sufficient
43505,risotto,43,246.1,1.8,44.8,7.3,7,spoiled,not_sufficient
19977,edamame,19,289.7,3.2,46.0,24.4,5,near_spoiled,not_sufficient
3946,beef_salad,3,509.9,7.6,67.4,24.1,3,near_spoiled,sufficient
48487,sushi,48,349.9,2.8,72.1,8.2,3,fine,sufficient
941,apple-pie,0,252.3,4.4,38.1,25.7,6,spoiled,not_sufficient
11458,chicken_curry,11,449.4,3.4,36.4,4.2,7,spoiled,sufficient
22034,fish_and_chips,22,490.3,2.2,72.7,3.5,4,fine,sufficient
37476,nachos,37,377.8,1.9,57.1,2.6,7,spoiled,sufficient
33034,hummus,33,236.3,6.0,33.5,3.3,0,fine,not_sufficient
19806,edamame,19,303.1,1.8,55.2,35.9,6,spoiled,sufficient
45591,seaweed_salad,45,510.3,5.8,48.5,20.6,1,near_spoiled,sufficient
41211,pizza,41,127.0,1.1,27.6,8.6,7,spoiled,not_sufficient
33789,hummus,33,462.6,5.4,85.7,0.4,7,spoiled,sufficient
34983,ice_cream,34,382.8,4.3,58.4,6.2,2,fine,sufficient
44648,sashimi,44,354.9,2.9,46.6,4.8,3,fine,sufficient
31868,hot_and_sour_soup,31,214.0,2.9,54.9,6.1,3,fine,not_sufficient
19619,edamame,19,165.2,2.9,83.4,26.3,4,spoiled,not_sufficient
6676,caesar_salad,6,411.2,5.0,74.5,27.3,3,spoiled,sufficient
22390,fish_and_chips,22,376.5,4.7,84.2,2.5,2,fine,sufficient
20789,falafel,20,358.8,5.8,77.7,1.6,7,spoiled,sufficient
24526,french_onion_soup,24,322.6,0.0,59.2,5.7,1,fine,sufficient
39013,onion_rings,39,464.5,0.2,68.9,3.7,5,near_spoiled,sufficient
21458,filet_mignon,21,227.6,1.9,87.2,5.8,5,near_spoiled,not_sufficient
10100,cheesecake,10,373.2,6.6,63.6,4.6,5,near_spoiled,sufficient
7746,carrot_cake,7,417.9,3.3,36.0,20.1,0,near_spoiled,sufficient
43540,risotto,43,282.5,3.3,52.1,7.8,1,fine,not_sufficient
12711,chicken_wings,12,314.6,4.4,69.5,0.0,2,fine,sufficient
38148,omelette,38,425.4,2.8,75.3,4.8,2,fine,sufficient
20405,falafel,20,514.0,2.8,51.6,5.3,2,fine,sufficient
16249,deviled_eggs,16,368.6,6.7,24.9,6.2,5,near_spoiled,sufficient
7706,carrot_cake,7,291.8,5.6,69.9,17.8,3,near_spoiled,not_sufficient
47206,strawberry_shortcake,47,438.9,8.5,48.1,8.3,0,spoiled,sufficient
25556,french_toast,25,235.0,3.1,65.8,3.0,4,fine,not_sufficient
23286,french_fries,23,477.2,6.3,90.9,3.3,3,near_spoiled,sufficient
49299,waffles,49,318.0,5.8,60.5,5.2,2,fine,sufficient
18400,dumplings,18,401.6,5.2,76.1,22.0,1,near_spoiled,sufficient
31156,hot_and_sour_soup,31,305.3,3.7,53.7,2.8,5,near_spoiled,sufficient
9831,cheese_plate,9,528.3,6.8,67.2,5.0,7,spoiled,sufficient
3392,beef_salad,3,554.8,6.8,88.0,32.2,3,spoiled,sufficient
19835,edamame,19,360.4,2.8,92.3,10.2,4,fine,sufficient
12082,chicken_wings,12,333.1,5.9,84.3,6.8,6,near_spoiled,sufficient
41117,pizza,41,371.7,3.5,48.9,6.2,4,fine,sufficient
9591,cheese_plate,9,204.8,3.3,66.2,5.1,4,fine,not_sufficient
1522,baklava,1,250.3,4.6,42.6,5.4,0,fine,not_sufficient
3077,beef_salad,3,384.1,3.8,69.2,25.2,3,spoiled,sufficient
31189,hot_and_sour_soup,31,214.1,2.6,61.2,5.4,7,spoiled,not_sufficient
20500,falafel,20,349.4,1.7,42.4,7.0,3,fine,sufficient
9025,cheese_plate,9,469.2,6.3,36.3,0.5,7,spoiled,sufficient
4048,bread_pudding,4,353.3,4.5,43.0,7.5,3,fine,sufficient
1555,baklava,1,365.0,4.6,50.5,3.9,6,near_spoiled,sufficient
14576,creme_brulee,14,497.5,2.4,54.1,8.7,7,spoiled,sufficient
20064,falafel,20,292.7,10.0,88.6,4.7,6,spoiled,not_sufficient
4916,bread_pudding,4,327.2,2.4,48.4,4.9,7,spoiled,sufficient
8583,ceviche,8,320.0,1.9,82.2,4.6,3,fine,sufficient
45099,seaweed_salad,45,307.2,7.3,53.3,23.7,2,near_spoiled,sufficient
43927,risotto,43,395.7,4.4,44.6,5.2,0,fine,sufficient
6313,caesar_salad,6,303.0,4.7,64.0,20.8,3,near_spoiled,sufficient
18308,dumplings,18,377.8,5.4,67.5,19.3,6,near_spoiled,sufficient
23533,french_fries,23,502.9,4.2,65.3,0.5,2,fine,sufficient
22250,fish_and_chips,22,368.2,3.7,59.4,4.7,5,near_spoiled,sufficient
21335,filet_mignon,21,560.5,5.0,48.1,0.9,4,fine,sufficient
14738,creme_brulee,14,393.0,2.9,59.0,3.9,2,fine,sufficient
24673,french_onion_soup,24,373.9,5.0,55.9,7.8,6,near_spoiled,sufficient
11837,chicken_curry,11,255.4,3.4,47.7,1.8,4,fine,not_sufficient
45858,seaweed_salad,45,166.2,5.1,29.8,22.1,2,near_spoiled,not_sufficient
3417,beef_salad,3,479.8,4.5,63.5,21.3,1,near_spoiled,sufficient
11128,chicken_curry,11,301.2,4.7,63.4,5.0,2,fine,sufficient
517,apple-pie,0,321.5,7.6,46.3,20.6,6,near_spoiled,sufficient
8909,ceviche,8,358.7,4.9,74.4,9.1,0,fine,sufficient
26897,fried_calamari,26,361.7,5.0,53.4,5.0,5,near_spoiled,sufficient
14189,creme_brulee,14,290.2,1.9,52.2,6.0,7,spoiled,not_sufficient
12660,chicken_wings,12,313.0,0.3,78.3,5.3,4,fine,sufficient
24142,french_onion_soup,24,352.9,1.7,38.2,2.2,1,fine,sufficient
25816,french_toast,25,392.3,5.3,67.6,4.7,3,fine,sufficient
36355,macaroni_and_cheese,36,244.0,3.7,58.4,7.2,4,fine,not_sufficient
15681,cup_cakes,15,297.9,4.5,75.3,3.3,6,near_spoiled,not_sufficient
5992,breakfast_burrito,5,478.3,7.3,58.5,5.3,2,near_spoiled,sufficient
24689,french_onion_soup,24,315.3,4.7,62.1,2.3,6,near_spoiled,sufficient
14301,creme_brulee,14,168.4,3.1,74.9,5.0,2,fine,not_sufficient
38378,omelette,38,252.9,4.7,36.3,8.9,2,fine,not_sufficient
17525,donuts,17,212.0,6.7,70.5,3.8,0,near_spoiled,not_sufficient
24754,french_onion_soup,24,455.6,3.1,37.9,6.0,6,near_spoiled,sufficient
9267,cheese_plate,9,482.5,1.8,70.4,4.0,4,fine,sufficient
8380,ceviche,8,451.5,3.1,61.3,3.0,2,fine,sufficient
10965,cheesecake,10,356.7,6.3,57.0,4.2,3,near_spoiled,sufficient
27992,fried_rice,27,431.7,5.7,66.5,4.3,4,fine,sufficient
20146,falafel,20,286.8,3.5,61.1,6.4,7,spoiled,not_sufficient
37122,nachos,37,336.0,4.9,70.3,3.5,2,fine,sufficient
39536,onion_rings,39,495.3,8.0,62.5,4.8,7,spoiled,sufficient
99,apple-pie,0,265.8,5.1,35.9,22.0,3,near_spoiled,not_sufficient
49918,waffles,49,287.9,4.2,58.2,5.3,3,fine,not_sufficient
29150,greek_salad,29,393.5,2.5,83.4,21.4,3,near_spoiled,sufficient
44188,sashimi,44,283.4,4.1,81.1,5.0,0,fine,not_sufficient
32911,hot_dog,32,403.8,6.8,58.7,5.7,5,near_spoiled,sufficient
33426,hummus,33,338.4,4.5,54.1,3.6,1,fine,sufficient
9633,cheese_plate,9,367.0,5.1,77.0,8.3,5,near_spoiled,sufficient
30183,grilled_salmon,30,506.6,6.2,66.0,6.6,1,near_spoiled,sufficient
46056,spaghetti_carbonara,46,443.9,3.3,62.1,4.9,7,spoiled,sufficient
33833,hummus,33,220.4,4.7,65.4,5.4,3,fine,not_sufficient
2389,beef_carpaccio,2,449.1,7.3,32.9,6.5,6,near_spoiled,sufficient
35628,lobster_roll_sandwich,35,359.0,3.1,49.2,3.3,4,fine,sufficient
26703,fried_calamari,26,367.2,7.1,82.7,4.7,4,near_spoiled,sufficient
5427,breakfast_burrito,5,405.3,3.7,66.1,3.2,7,spoiled,sufficient
34644,ice_cream,34,282.5,3.0,66.8,4.7,0,fine,not_sufficient
20666,falafel,20,336.0,6.5,100.0,4.6,7,spoiled,sufficient
8277,ceviche,8,365.4,4.4,69.9,6.0,3,fine,sufficient
7912,carrot_cake,7,300.7,1.2,51.2,14.1,4,fine,sufficient
25838,french_toast,25,448.2,8.6,44.6,5.9,1,spoiled,sufficient
25484,french_toast,25,349.2,3.7,24.6,6.1,4,fine,sufficient
48251,sushi,48,399.5,3.5,52.8,5.4,2,fine,sufficient
41376,pizza,41,321.7,5.2,26.8,5.9,0,fine,sufficient
36479,macaroni_and_cheese,36,284.6,5.9,71.1,2.4,1,fine,not_sufficient
20571,falafel,20,510.6,5.6,59.0,2.0,2,fine,sufficient
3754,beef_salad,3,262.5,3.4,56.3,22.9,2,near_spoiled,not_sufficient
36043,macaroni_and_cheese,36,446.8,3.2,51.8,2.6,7,spoiled,sufficient
30748,grilled_salmon,30,316.2,4.9,65.8,7.9,5,near_spoiled,sufficient
46807,spaghetti_carbonara,46,277.8,3.1,58.4,4.3,3,fine,not_sufficient
29587,greek_salad,29,183.7,0.0,61.1,23.1,3,near_spoiled,not_sufficient
14886,creme_brulee,14,299.5,2.8,60.6,7.8,5,near_spoiled,not_sufficient
31948,hot_and_sour_soup,31,208.8,4.8,62.7,3.2,4,fine,not_sufficient
2021,beef_carpaccio,2,345.4,7.2,65.3,4.8,3,near_spoiled,sufficient
45644,seaweed_salad,45,343.6,4.6,67.9,13.5,1,fine,sufficient
43285,risotto,43,322.8,6.9,77.0,7.7,3,near_spoiled,sufficient
34187,ice_cream,34,444.8,2.8,56.1,7.6,4,fine,sufficient
44356,sashimi,44,214.2,3.2,44.2,5.1,3,fine,not_sufficient
32594,hot_dog,32,356.9,4.5,60.8,5.3,0,fine,sufficient
8505,ceviche,8,591.3,3.6,54.9,6.0,1,fine,sufficient
16636,deviled_eggs,16,429.5,6.8,29.0,3.3,7,spoiled,sufficient
9007,cheese_plate,9,407.5,0.4,54.3,4.8,4,fine,sufficient
22938,fish_and_chips,22,295.9,4.4,74.7,2.2,7,spoiled,not_sufficient
36602,macaroni_and_cheese,36,444.0,1.0,66.5,3.5,4,fine,sufficient
12201,chicken_wings,12,274.0,5.9,28.2,9.4,7,spoiled,not_sufficient
39740,onion_rings,39,194.6,3.7,27.2,1.9,5,near_spoiled,not_sufficient
5894,breakfast_burrito,5,418.3,3.9,60.2,2.1,0,fine,sufficient
10423,cheesecake,10,418.7,4.1,51.7,2.0,0,fine,sufficient
21248,filet_mignon,21,426.0,6.1,49.2,7.4,5,near_spoiled,sufficient
6351,caesar_salad,6,300.5,2.9,62.1,16.8,0,near_spoiled,sufficient
2508,beef_carpaccio,2,203.7,6.4,84.4,4.5,3,near_spoiled,not_sufficient
20273,falafel,20,411.4,3.6,97.6,4.9,2,fine,sufficient
46068,spaghetti_carbonara,46,270.8,8.6,64.9,3.6,1,spoiled,not_sufficient
39514,onion_rings,39,373.2,3.2,20.0,3.9,3,fine,sufficient
4254,bread_pudding,4,533.0,8.0,37.3,4.6,1,near_spoiled,sufficient
5743,breakfast_burrito,5,578.2,7.0,57.2,7.3,2,near_spoiled,sufficient
40361,pancakes,40,306.2,4.5,65.2,6.5,7,spoiled,sufficient
23395,french_fries,23,482.4,4.9,77.7,9.7,6,near_spoiled,sufficient
27835,fried_rice,27,297.1,0.9,22.1,6.3,2,fine,not_sufficient
954,apple-pie,0,222.4,3.5,60.2,20.3,5,near_spoiled,not_sufficient
27157,fried_rice,27,445.4,4.4,56.7,6.6,2,fine,sufficient
46161,spaghetti_carbonara,46,226.7,6.6,76.2,2.8,3,near_spoiled,not_sufficient
33264,hummus,33,492.0,7.5,58.6,6.2,0,near_spoiled,sufficient
34907,ice_cream,34,409.4,2.3,67.0,2.7,1,fine,sufficient
23442,french_fries,23,317.7,3.8,40.6,4.9,3,fine,sufficient
26169,fried_calamari,26,327.6,2.1,72.1,5.1,2,fine,sufficient
4013,bread_pudding,4,441.4,7.9,44.6,7.6,1,near_spoiled,sufficient
36050,macaroni_and_cheese,36,308.4,5.2,38.9,3.0,4,fine,sufficient
45083,seaweed_salad,45,416.0,4.1,71.2,28.2,0,spoiled,sufficient
45278,seaweed_salad,45,370.4,5.7,76.1,16.5,2,near_spoiled,sufficient
2659,beef_carpaccio,2,331.1,1.1,79.7,5.6,7,spoiled,sufficient
49536,waffles,49,297.0,8.1,54.8,5.0,2,spoiled,not_sufficient
42377,ramen,42,204.5,4.9,56.3,5.9,0,fine,not_sufficient
49601,waffles,49,426.9,5.1,61.3,6.8,0,fine,sufficient
42719,ramen,42,197.9,4.3,86.8,4.8,0,fine,not_sufficient
41570,pizza,41,320.3,6.8,32.0,6.2,3,near_spoiled,sufficient
27474,fried_rice,27,446.1,5.6,35.7,3.7,6,near_spoiled,sufficient
49983,waffles,49,487.6,1.6,49.8,3.7,5,near_spoiled,sufficient
4362,bread_pudding,4,308.0,5.5,58.9,3.6,2,fine,sufficient
2667,beef_carpaccio,2,376.0,6.2,55.2,4.9,2,near_spoiled,sufficient
25335,french_toast,25,208.2,6.7,77.4,6.0,5,near_spoiled,not_sufficient
29573,greek_salad,29,409.1,7.5,48.7,13.9,3,near_spoiled,sufficient
19052,edamame,19,455.0,5.4,72.3,24.6,2,near_spoiled,sufficient
48129,sushi,48,324.5,4.8,58.4,5.6,0,fine,sufficient
49352,waffles,49,319.6,6.5,58.7,6.8,4,near_spoiled,sufficient
44693,sashimi,44,361.6,4.6,68.2,5.9,7,spoiled,sufficient
12352,chicken_wings,12,338.8,7.6,73.8,6.5,3,near_spoiled,sufficient
20402,falafel,20,316.0,5.8,57.8,6.4,5,near_spoiled,sufficient
3894,beef_salad,3,166.9,5.3,45.4,16.8,0,near_spoiled,not_sufficient
44830,sashimi,44,288.9,5.1,65.4,5.5,1,fine,not_sufficient
25301,french_toast,25,405.9,4.8,76.3,5.1,5,near_spoiled,sufficient
48403,sushi,48,137.8,3.4,84.1,3.8,1,fine,not_sufficient
848,apple-pie,0,334.3,10.0,88.5,16.5,5,spoiled,sufficient
10850,cheesecake,10,340.7,4.8,64.3,6.9,0,fine,sufficient
12693,chicken_wings,12,356.0,3.3,48.8,3.4,0,fine,sufficient
17194,donuts,17,308.7,3.2,78.5,4.8,5,near_spoiled,sufficient
42874,ramen,42,385.2,4.2,66.9,7.3,7,spoiled,sufficient
47134,strawberry_shortcake,47,333.4,5.4,73.7,6.9,7,spoiled,sufficient
46247,spaghetti_carbonara,46,245.6,4.5,70.1,5.5,0,fine,not_sufficient
37070,nachos,37,284.8,3.8,68.8,6.9,3,fine,not_sufficient
17357,donuts,17,306.0,2.8,44.1,3.4,3,fine,sufficient
31839,hot_and_sour_soup,31,508.1,5.7,75.7,2.8,3,fine,sufficient
42807,ramen,42,354.3,6.7,64.1,7.8,0,near_spoiled,sufficient
49777,waffles,49,390.0,6.7,51.5,4.9,6,near_spoiled,sufficient
6758,caesar_salad,6,567.8,7.5,65.1,22.0,1,near_spoiled,sufficient
18411,dumplings,18,333.0,5.7,70.8,6.2,7,spoiled,sufficient
17365,donuts,17,443.5,8.0,60.0,4.9,1,near_spoiled,sufficient
20694,falafel,20,539.4,5.7,49.9,7.4,5,near_spoiled,sufficient
14450,creme_brulee,14,230.0,2.7,49.0,7.7,4,fine,not_sufficient
31060,hot_and_sour_soup,31,352.8,8.0,69.1,6.9,1,near_spoiled,sufficient
30710,grilled_salmon,30,391.4,6.5,56.6,7.8,7,spoiled,sufficient
16512,deviled_eggs,16,446.3,4.1,45.9,5.8,6,near_spoiled,sufficient
20728,falafel,20,389.0,3.7,87.4,6.3,0,fine,sufficient
30935,grilled_salmon,30,348.7,6.4,44.9,6.7,3,near_spoiled,sufficient
28464,garlic_bread,28,178.5,4.6,41.4,8.6,4,fine,not_sufficient
14556,creme_brulee,14,201.7,0.0,70.5,5.8,0,fine,not_sufficient
46076,spaghetti_carbonara,46,345.5,5.5,55.9,4.6,3,fine,sufficient
40873,pancakes,40,340.1,10.0,53.3,6.0,6,spoiled,sufficient
8141,ceviche,8,519.7,4.9,80.0,2.8,0,fine,sufficient
46332,spaghetti_carbonara,46,362.6,6.2,48.2,5.7,4,near_spoiled,sufficient
22461,fish_and_chips,22,160.2,4.2,49.0,4.8,7,spoiled,not_sufficient
16181,deviled_eggs,16,322.7,6.4,48.0,5.3,3,near_spoiled,sufficient
41134,pizza,41,500.3,4.5,33.7,5.0,1,fine,sufficient
31279,hot_and_sour_soup,31,477.4,3.1,54.0,3.4,2,fine,sufficient
24121,french_onion_soup,24,375.6,6.3,57.3,6.6,2,near_spoiled,sufficient
2291,beef_carpaccio,2,283.5,5.5,67.6,2.5,2,fine,not_sufficient
9027,cheese_plate,9,294.0,5.3,67.1,5.3,4,fine,not_sufficient
24447,french_onion_soup,24,168.2,3.7,59.6,10.6,7,spoiled,not_sufficient
12484,chicken_wings,12,341.7,6.5,78.3,6.0,7,spoiled,sufficient
47756,strawberry_shortcake,47,364.7,1.7,59.1,3.0,5,near_spoiled,sufficient
8133,ceviche,8,324.4,6.0,48.6,4.7,2,fine,sufficient
24164,french_onion_soup,24,220.7,7.1,56.5,4.8,6,near_spoiled,not_sufficient
28725,garlic_bread,28,454.9,7.4,38.2,2.1,5,near_spoiled,sufficient
6982,caesar_salad,6,362.5,7.2,46.7,19.5,0,near_spoiled,sufficient
20028,falafel,20,415.3,7.1,54.2,3.5,5,near_spoiled,sufficient
21370,filet_mignon,21,499.5,2.6,53.3,7.4,1,fine,sufficient
14775,creme_brulee,14,368.4,1.2,56.3,4.6,3,fine,sufficient
6120,caesar_salad,6,332.9,5.1,53.5,29.6,2,spoiled,sufficient
18296,dumplings,18,374.5,2.5,43.7,17.4,7,spoiled,sufficient
32156,hot_dog,32,332.1,5.2,50.7,5.8,6,near_spoiled,sufficient
23935,french_fries,23,531.5,7.9,65.0,7.0,1,near_spoiled,sufficient
42674,ramen,42,374.8,6.7,33.1,5.9,0,near_spoiled,sufficient
49291,waffles,49,470.7,1.0,45.8,6.0,5,near_spoiled,sufficient
39737,onion_rings,39,311.6,5.6,76.4,3.2,4,fine,sufficient
10400,cheesecake,10,508.5,4.4,54.0,4.5,5,near_spoiled,sufficient
42997,ramen,42,345.5,0.0,62.8,6.1,2,fine,sufficient
21057,filet_mignon,21,461.5,7.0,42.7,3.2,6,near_spoiled,sufficient
9481,cheese_plate,9,384.5,3.7,62.9,1.8,0,fine,sufficient
21123,filet_mignon,21,364.9,2.8,43.9,6.3,4,fine,sufficient
25279,french_toast,25,531.2,9.1,50.3,7.2,4,spoiled,sufficient
1454,baklava,1,419.2,5.7,34.0,5.4,5,near_spoiled,sufficient
45747,seaweed_salad,45,157.0,7.0,60.5,19.5,1,near_spoiled,not_sufficient
48826,sushi,48,366.0,5.7,54.5,4.4,3,fine,sufficient
41722,pizza,41,326.3,4.5,37.6,6.0,6,near_spoiled,sufficient
31070,hot_and_sour_soup,31,358.8,2.1,70.8,2.6,5,near_spoiled,sufficient
27970,fried_rice,27,310.7,9.8,67.9,8.0,2,spoiled,sufficient
11484,chicken_curry,11,309.9,4.7,69.9,8.4,1,fine,sufficient
39760,onion_rings,39,352.3,4.3,57.1,6.4,6,near_spoiled,sufficient
21612,filet_mignon,21,151.2,5.5,50.4,4.1,0,fine,not_sufficient
6405,caesar_salad,6,215.6,3.2,67.3,18.6,3,near_spoiled,not_sufficient
16378,deviled_eggs,16,299.4,2.6,57.3,3.4,0,fine,not_sufficient
23624,french_fries,23,380.9,4.5,49.1,8.5,3,fine,sufficient
46379,spaghetti_carbonara,46,164.7,4.3,82.2,5.4,7,spoiled,not_sufficient
40414,pancakes,40,450.0,9.7,62.5,6.9,0,spoiled,sufficient
39224,onion_rings,39,407.9,4.6,75.8,7.9,5,near_spoiled,sufficient
30919,grilled_salmon,30,317.7,4.3,64.0,4.0,6,near_spoiled,sufficient
4616,bread_pudding,4,409.4,5.9,53.0,3.9,1,fine,sufficient
9452,cheese_plate,9,299.5,5.2,58.3,7.9,0,fine,not_sufficient
15281,cup_cakes,15,454.7,6.6,43.2,2.9,4,near_spoiled,sufficient
8539,ceviche,8,316.3,3.5,100.0,5.8,0,fine,sufficient
19812,edamame,19,364.6,6.8,76.9,19.2,2,near_spoiled,sufficient
34892,ice_cream,34,352.3,2.4,64.5,3.5,0,fine,sufficient
44102,sashimi,44,320.5,3.3,50.8,4.7,2,fine,sufficient
28267,garlic_bread,28,471.9,7.8,64.2,4.6,4,near_spoiled,sufficient
27255,fried_rice,27,318.4,4.5,87.6,6.2,7,spoiled,sufficient
18470,dumplings,18,529.5,6.0,66.9,27.5,2,spoiled,sufficient
2195,beef_carpaccio,2,452.3,8.6,49.3,4.0,3,spoiled,sufficient
29790,greek_salad,29,505.2,4.3,54.6,22.7,1,near_spoiled,sufficient
13877,chocolate_cake,13,237.4,3.7,44.9,8.1,4,fine,not_sufficient
30588,grilled_salmon,30,434.1,1.9,55.4,3.6,3,fine,sufficient
37400,nachos,37,292.2,5.9,55.9,4.3,2,fine,not_sufficient
15278,cup_cakes,15,275.0,2.6,50.9,4.3,5,near_spoiled,not_sufficient
14615,creme_brulee,14,523.5,1.1,63.7,6.7,3,fine,sufficient
31202,hot_and_sour_soup,31,373.2,6.7,52.5,7.1,2,near_spoiled,sufficient
26753,fried_calamari,26,505.9,4.6,41.5,7.2,6,near_spoiled,sufficient
47695,strawberry_shortcake,47,365.9,3.7,44.5,4.0,2,fine,sufficient
6731,caesar_salad,6,366.8,2.6,58.2,20.5,3,near_spoiled,sufficient
44201,sashimi,44,266.5,2.3,43.8,4.5,0,fine,not_sufficient
9009,cheese_plate,9,263.5,3.9,61.5,3.4,0,fine,not_sufficient
46257,spaghetti_carbonara,46,360.5,2.1,69.6,7.9,1,fine,sufficient
18311,dumplings,18,183.3,2.7,76.1,16.0,0,near_spoiled,not_sufficient
34560,ice_cream,34,282.4,3.5,47.7,6.5,2,fine,not_sufficient
5788,breakfast_burrito,5,358.8,7.8,46.6,7.5,6,near_spoiled,sufficient
18863,dumplings,18,408.0,8.1,65.8,27.6,2,spoiled,sufficient
45955,seaweed_salad,45,295.9,3.8,75.1,22.4,3,near_spoiled,not_sufficient
26879,fried_calamari,26,398.4,3.6,53.4,6.6,0,fine,sufficient
3278,beef_salad,3,311.3,2.2,41.1,26.6,3,spoiled,sufficient
31412,hot_and_sour_soup,31,169.0,3.7,58.4,9.6,1,fine,not_sufficient
29513,greek_salad,29,375.0,5.2,84.6,14.3,2,fine,sufficient
14890,creme_brulee,14,301.0,1.9,66.0,4.8,1,fine,sufficient
31594,hot_and_sour_soup,31,399.9,4.3,55.2,7.8,4,fine,sufficient
10677,cheesecake,10,249.6,5.2,38.7,6.8,5,near_spoiled,not_sufficient
12672,chicken_wings,12,463.7,2.3,57.7,5.3,6,near_spoiled,sufficient
32139,hot_dog,32,337.0,7.6,63.4,3.4,7,spoiled,sufficient
33656,hummus,33,369.4,7.2,72.7,4.6,1,near_spoiled,sufficient
31655,hot_and_sour_soup,31,383.6,3.9,47.7,5.2,0,fine,sufficient
19254,edamame,19,444.5,2.4,69.9,14.7,4,fine,sufficient
14363,creme_brulee,14,382.6,1.1,39.7,2.6,4,fine,sufficient
12185,chicken_wings,12,368.1,8.1,79.8,4.4,0,spoiled,sufficient
32092,hot_dog,32,422.1,4.2,58.8,6.5,5,near_spoiled,sufficient
29407,greek_salad,29,543.5,7.0,75.3,24.9,1,near_spoiled,sufficient
17013,donuts,17,327.8,5.3,55.3,4.1,3,fine,sufficient
46051,spaghetti_carbonara,46,446.7,7.9,65.2,6.8,3,near_spoiled,sufficient
15395,cup_cakes,15,376.4,5.9,53.4,2.6,3,fine,sufficient
305,apple-pie,0,321.0,6.5,51.2,13.5,2,near_spoiled,sufficient
10884,cheesecake,10,428.6,6.1,53.4,6.5,5,near_spoiled,sufficient
25251,french_toast,25,420.3,2.9,53.8,3.5,5,near_spoiled,sufficient
22757,fish_and_chips,22,152.4,4.1,59.3,3.7,0,fine,not_sufficient
153,apple-pie,0,259.3,8.2,49.4,11.7,2,spoiled,not_sufficient
5863,breakfast_burrito,5,317.7,7.8,79.6,2.9,7,spoiled,sufficient
32857,hot_dog,32,358.4,7.9,51.8,6.4,7,spoiled,sufficient
3446,beef_salad,3,249.9,4.4,53.6,25.6,2,spoiled,not_sufficient
18674,dumplings,18,468.5,2.8,73.7,14.8,5,near_spoiled,sufficient
16421,deviled_eggs,16,479.7,8.8,40.5,4.7,3,spoiled,sufficient
43750,risotto,43,440.4,7.4,52.9,7.1,1,near_spoiled,sufficient
1419,baklava,1,290.3,2.6,43.9,9.0,6,near_spoiled,not_sufficient
4703,bread_pudding,4,287.6,1.4,32.2,4.6,1,fine,not_sufficient
15484,cup_cakes,15,398.4,1.9,61.1,4.2,6,near_spoiled,sufficient
45565,seaweed_salad,45,331.4,4.9,54.4,18.2,2,near_spoiled,sufficient
5562,breakfast_burrito,5,356.3,4.5,58.1,5.4,2,fine,sufficient
31565,hot_and_sour_soup,31,429.7,5.2,54.8,3.1,0,fine,sufficient
7375,carrot_cake,7,78.0,4.1,49.3,17.7,4,near_spoiled,not_sufficient
21024,filet_mignon,21,522.1,6.5,43.3,1.9,5,near_spoiled,sufficient
22202,fish_and_chips,22,294.8,3.9,50.3,6.3,7,spoiled,not_sufficient
30611,grilled_salmon,30,454.6,3.0,40.2,5.0,7,spoiled,sufficient
27654,fried_rice,27,365.8,8.6,70.3,4.8,7,spoiled,sufficient
22640,fish_and_chips,22,378.6,3.5,49.4,2.7,2,fine,sufficient
17803,donuts,17,297.7,3.3,46.5,3.8,6,near_spoiled,not_sufficient
13730,chocolate_cake,13,372.0,4.9,60.3,4.2,4,fine,sufficient
39060,onion_rings,39,254.4,0.0,72.7,4.2,7,spoiled,not_sufficient
40752,pancakes,40,299.2,7.9,78.2,6.2,4,near_spoiled,not_sufficient
20413,falafel,20,366.7,6.3,34.4,2.6,2,near_spoiled,sufficient
35198,lobster_roll_sandwich,35,458.8,2.9,59.1,8.9,2,fine,sufficient
30273,grilled_salmon,30,329.2,7.3,48.7,5.4,0,near_spoiled,sufficient
7816,carrot_cake,7,483.1,4.6,85.1,16.7,1,near_spoiled,sufficient
41111,pizza,41,339.0,4.4,42.4,5.6,1,fine,sufficient
28082,garlic_bread,28,135.4,1.9,33.3,4.7,2,fine,not_sufficient
10631,cheesecake,10,388.1,5.8,44.7,7.4,6,near_spoiled,sufficient
27919,fried_rice,27,381.3,6.5,77.9,5.2,7,spoiled,sufficient
10418,cheesecake,10,337.7,3.3,70.7,5.5,2,fine,sufficient
42729,ramen,42,268.3,6.0,70.2,3.9,0,fine,not_sufficient
8257,ceviche,8,528.1,4.9,41.9,6.6,0,fine,sufficient
44678,sashimi,44,402.8,5.0,69.8,3.7,1,fine,sufficient
8695,ceviche,8,327.6,3.6,58.5,6.7,2,fine,sufficient
6852,caesar_salad,6,433.7,7.1,73.9,21.8,1,near_spoiled,sufficient
